date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:26	30736/30736	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:46:24%20GMT	http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18	./calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18/index.html	(from )
11:47:15	12953/12953	---M--	200	added ('OK')	image/png	etag:%22596dce6f-3299%22	http://calswec-archive.berkeley.edu/sites/default/files/calswec-logo-color.png	./calswec-archive.berkeley.edu/sites/default/files/calswec-logo-color/index.png	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20May%202018%2014:47:15%20GMT	http://calswec-archive.berkeley.edu/node/962	./calswec-archive.berkeley.edu/node/962.3/index.delayed	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:16	6176/6176	---M-Z	200	added ('OK')	text/css	etag:W/%225ae72e64-1820%22	http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css	./calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw/index.css	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:17	16460/16460	---M-Z	200	added ('OK')	text/css	etag:W/%225ae72e64-404c%22	http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css	./calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ/index.css	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:18	10731/10731	---M-Z	200	added ('OK')	text/css	etag:W/%225ae72e64-29eb%22	http://calswec-archive.berkeley.edu/sites/default/files/css/css_n2IdwK4pYHQTn4_QHVfLmrbg1BubAMGSfhiy63_6JSc.css	./calswec-archive.berkeley.edu/sites/default/files/css/css_n2IdwK4pYHQTn4_QHVfLmrbg1BubAMGSfhiy63_6JSc/index.css	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:19	645/645	---M-Z	200	added ('OK')	text/css	etag:W/%225ae72ede-285%22	http://calswec-archive.berkeley.edu/sites/default/files/css/css_aqCstrAvHVr6QSiS4T6w7oxS9rWpCPAUHsI4mTyY1sg.css	./calswec-archive.berkeley.edu/sites/default/files/css/css_aqCstrAvHVr6QSiS4T6w7oxS9rWpCPAUHsI4mTyY1sg/index.css	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:20	47935/47935	---M-Z	200	added ('OK')	text/css	etag:W/%225ae72e65-bb3f%22	http://calswec-archive.berkeley.edu/sites/default/files/css/css_mNZgy_j0IBKTUECmY2hlJI32Rbo-u22BqeL7j4R8ATA.css	./calswec-archive.berkeley.edu/sites/default/files/css/css_mNZgy_j0IBKTUECmY2hlJI32Rbo-u22BqeL7j4R8ATA/index.css	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:21	750/750	---M-Z	200	added ('OK')	text/css	etag:W/%225ae72e66-2ee%22	http://calswec-archive.berkeley.edu/sites/default/files/css/css_e0Oi8I1L8cGJ7KxcUbimLkO-ivlPDoZXuBZMWKAz5GY.css	./calswec-archive.berkeley.edu/sites/default/files/css/css_e0Oi8I1L8cGJ7KxcUbimLkO-ivlPDoZXuBZMWKAz5GY/index.css	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:22	101801/101801	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225ae72e66-18da9%22	http://calswec-archive.berkeley.edu/sites/default/files/js/js_vDrW3Ry_4gtSYaLsh77lWhWjIC6ml2QNkcfvfP5CVFs.js	./calswec-archive.berkeley.edu/sites/default/files/js/js_vDrW3Ry_4gtSYaLsh77lWhWjIC6ml2QNkcfvfP5CVFs/index.js	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:23	16603/16603	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225ae72ede-40db%22	http://calswec-archive.berkeley.edu/sites/default/files/js/js_0qGD1CqGsDpO1yJ1qzckatKYx8lDESM0HyyA0gOUh_k.js	./calswec-archive.berkeley.edu/sites/default/files/js/js_0qGD1CqGsDpO1yJ1qzckatKYx8lDESM0HyyA0gOUh_k/index.js	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:24	4956/4956	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225ae72e67-135c%22	http://calswec-archive.berkeley.edu/sites/default/files/js/js_kRX5z6GS4iR82kLOtvuUJ0F9T7bMJKxIF7rtnqEyiCc.js	./calswec-archive.berkeley.edu/sites/default/files/js/js_kRX5z6GS4iR82kLOtvuUJ0F9T7bMJKxIF7rtnqEyiCc/index.js	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:25	286/286	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225ad5f06d-11e%22	http://calswec-archive.berkeley.edu/sites/default/files/js/js_8oAm3-65gJIDBNt14Bz_2x3CU_UbbihDP5AuMTn_m_o.js	./calswec-archive.berkeley.edu/sites/default/files/js/js_8oAm3-65gJIDBNt14Bz_2x3CU_UbbihDP5AuMTn_m_o/index.js	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:39	32434/32434	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:39%20GMT	http://calswec-archive.berkeley.edu/about	./calswec-archive.berkeley.edu/about/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:40	33535/33535	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:40%20GMT	http://calswec-archive.berkeley.edu/	./calswec-archive.berkeley.edu/index/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:41	30621/30621	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:41%20GMT	http://calswec-archive.berkeley.edu/partners	./calswec-archive.berkeley.edu/partners/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:41	26057/26057	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:41%20GMT	http://calswec-archive.berkeley.edu/students	./calswec-archive.berkeley.edu/students/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:42	30121/30121	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:42%20GMT	http://calswec-archive.berkeley.edu/news	./calswec-archive.berkeley.edu/news/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:43	24369/24369	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:43%20GMT	http://calswec-archive.berkeley.edu/project-coordinators-0	./calswec-archive.berkeley.edu/project-coordinators-0/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:44	23936/23936	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:44%20GMT	http://calswec-archive.berkeley.edu/academy-training-evaluators	./calswec-archive.berkeley.edu/academy-training-evaluators/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:45	18102/18102	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:45%20GMT	http://calswec-archive.berkeley.edu/contact	./calswec-archive.berkeley.edu/contact/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:47	27229/27229	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:46%20GMT	http://calswec-archive.berkeley.edu/programs-initiatives	./calswec-archive.berkeley.edu/programs-initiatives/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:47	33509/33509	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:47%20GMT	http://calswec-archive.berkeley.edu/curricula-competencies	./calswec-archive.berkeley.edu/curricula-competencies/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:49	44588/44588	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:48%20GMT	http://calswec-archive.berkeley.edu/evaluation-research-implementation	./calswec-archive.berkeley.edu/evaluation-research-implementation/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:49	41234/41234	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:49%20GMT	http://calswec-archive.berkeley.edu/events	./calswec-archive.berkeley.edu/events/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:50	30305/30305	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:50%20GMT	http://calswec-archive.berkeley.edu/resources	./calswec-archive.berkeley.edu/resources/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:51	26522/26522	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:51%20GMT	http://calswec-archive.berkeley.edu/overview-documents	./calswec-archive.berkeley.edu/overview-documents/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:52	27239/27239	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:52%20GMT	http://calswec-archive.berkeley.edu/child-welfare	./calswec-archive.berkeley.edu/child-welfare/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:53	31172/31172	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:53%20GMT	http://calswec-archive.berkeley.edu/integrated-behavioral-health-program	./calswec-archive.berkeley.edu/integrated-behavioral-health-program/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:54	27985/27985	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:54%20GMT	http://calswec-archive.berkeley.edu/aging	./calswec-archive.berkeley.edu/aging/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:55	35075/35075	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:55%20GMT	http://calswec-archive.berkeley.edu/title-iv-e-child-welfare-training-program	./calswec-archive.berkeley.edu/title-iv-e-child-welfare-training-program/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:56	36086/36086	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:56%20GMT	http://calswec-archive.berkeley.edu/table-contents	./calswec-archive.berkeley.edu/table-contents/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:57	33072/33072	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:57%20GMT	http://calswec-archive.berkeley.edu/part-i-program-structure-and-budget-guidelines	./calswec-archive.berkeley.edu/part-i-program-structure-and-budget-guidelines/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:58	30613/30613	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:58%20GMT	http://calswec-archive.berkeley.edu/part-ii-required-program-components	./calswec-archive.berkeley.edu/part-ii-required-program-components/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:47:59	32322/32322	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:47:59%20GMT	http://calswec-archive.berkeley.edu/part-iii-student-information-reporting-and-policies	./calswec-archive.berkeley.edu/part-iii-student-information-reporting-and-policies/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:00	32794/32794	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:00%20GMT	http://calswec-archive.berkeley.edu/part-iv-duties-and-responsibilities	./calswec-archive.berkeley.edu/part-iv-duties-and-responsibilities/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:01	30050/30050	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:01%20GMT	http://calswec-archive.berkeley.edu/part-v-program-evaluation	./calswec-archive.berkeley.edu/part-v-program-evaluation/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:02	29340/29340	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:02%20GMT	http://calswec-archive.berkeley.edu/part-vi-current-initiatives	./calswec-archive.berkeley.edu/part-vi-current-initiatives/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:04	30912/30912	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:03%20GMT	http://calswec-archive.berkeley.edu/part-vii-auspice-and-governance	./calswec-archive.berkeley.edu/part-vii-auspice-and-governance/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:04	34948/34948	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:04%20GMT	http://calswec-archive.berkeley.edu/part-viii-templates-and-forms	./calswec-archive.berkeley.edu/part-viii-templates-and-forms/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:05	29134/29134	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:05%20GMT	http://calswec-archive.berkeley.edu/appendices	./calswec-archive.berkeley.edu/appendices/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:06	30911/30911	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:06%20GMT	http://calswec-archive.berkeley.edu/calswec-title-iv-e-summit	./calswec-archive.berkeley.edu/calswec-title-iv-e-summit/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:07	30351/30351	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:07%20GMT	http://calswec-archive.berkeley.edu/news-about-iv-e-stipend-schools	./calswec-archive.berkeley.edu/news-about-iv-e-stipend-schools/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:08	32591/32591	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:08%20GMT	http://calswec-archive.berkeley.edu/title-iv-e-stipend-program	./calswec-archive.berkeley.edu/title-iv-e-stipend-program/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:09	30739/30739	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:09%20GMT	http://calswec-archive.berkeley.edu/serve-indigenous-community-social-workers-change	./calswec-archive.berkeley.edu/serve-indigenous-community-social-workers-change/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:10	39278/39278	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:10%20GMT	http://calswec-archive.berkeley.edu/field-instruction-initiative	./calswec-archive.berkeley.edu/field-instruction-initiative/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:11	26655/26655	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:11%20GMT	http://calswec-archive.berkeley.edu/calswec-graduate-and-alumni-stories-0	./calswec-archive.berkeley.edu/calswec-graduate-and-alumni-stories-0/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:12	34139/34139	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:12%20GMT	http://calswec-archive.berkeley.edu/service-training-coordination	./calswec-archive.berkeley.edu/service-training-coordination/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:13	16779/16779	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20May%202018%2014:48:13%20GMT	http://calswec-archive.berkeley.edu/user	./calswec-archive.berkeley.edu/user/index.html	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:14	6529/6529	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	etag:%227654-52365334e6cc0;98-4e927a8cf5900-gzip%22	http://www.w3.org/1999/xhtml/vocab	./www.w3.org/1999/xhtml/vocab.1/index.delayed	(from http://calswec-archive.berkeley.edu/title-iv-e-stipend-program-program-guide-2017-18)
11:48:14	320/320	---M--	200	added ('OK')	image/png	etag:%225aeaa1d8-140%22	http://calswec-archive.berkeley.edu/misc/throbber-inactive.png	./calswec-archive.berkeley.edu/misc/throbber-inactive/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:15	1233/1233	---M--	200	added ('OK')	image/gif	etag:%225aec09fa-4d1%22	http://calswec-archive.berkeley.edu/misc/throbber-active.gif	./calswec-archive.berkeley.edu/misc/throbber-active/index.gif	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:16	106/106	---M--	200	added ('OK')	image/png	etag:%225ae72e50-6a%22	http://calswec-archive.berkeley.edu/misc/grippie.png	./calswec-archive.berkeley.edu/misc/grippie/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:17	268/268	---M--	200	added ('OK')	image/png	etag:%225aec09fa-10c%22	http://calswec-archive.berkeley.edu/misc/draggable.png	./calswec-archive.berkeley.edu/misc/draggable/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:18	130/130	---M--	200	added ('OK')	image/png	etag:%225aec09fa-82%22	http://calswec-archive.berkeley.edu/misc/tree.png	./calswec-archive.berkeley.edu/misc/tree/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:19	129/129	---M--	200	added ('OK')	image/png	etag:%225aec09fa-81%22	http://calswec-archive.berkeley.edu/misc/tree-bottom.png	./calswec-archive.berkeley.edu/misc/tree-bottom/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:20	1058/1058	---M--	200	added ('OK')	image/png	etag:%225aec09fa-422%22	http://calswec-archive.berkeley.edu/misc/message-24-ok.png	./calswec-archive.berkeley.edu/misc/message-24-ok/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:21	753/753	---M--	200	added ('OK')	image/png	etag:%225ae94308-2f1%22	http://calswec-archive.berkeley.edu/misc/message-24-warning.png	./calswec-archive.berkeley.edu/misc/message-24-warning/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:22	733/733	---M--	200	added ('OK')	image/png	etag:%225aeaa1d8-2dd%22	http://calswec-archive.berkeley.edu/misc/message-24-error.png	./calswec-archive.berkeley.edu/misc/message-24-error/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:23	294/294	---M--	200	added ('OK')	image/png	etag:%225aec09fa-126%22	http://calswec-archive.berkeley.edu/misc/help.png	./calswec-archive.berkeley.edu/misc/help/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:24	106/106	---M--	200	added ('OK')	image/png	etag:%225aec09fa-6a%22	http://calswec-archive.berkeley.edu/misc/menu-expanded.png	./calswec-archive.berkeley.edu/misc/menu-expanded/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:25	105/105	---M--	200	added ('OK')	image/png	etag:%225aec09fa-69%22	http://calswec-archive.berkeley.edu/misc/menu-collapsed.png	./calswec-archive.berkeley.edu/misc/menu-collapsed/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:26	5872/5872	---M--	200	added ('OK')	image/gif	etag:%225aec09fa-16f0%22	http://calswec-archive.berkeley.edu/misc/progress.gif	./calswec-archive.berkeley.edu/misc/progress/index.gif	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_kShW4RPmRstZ3SpIC-ZvVGNFVAi0WEMuCnI0ZkYIaFw.css)
11:48:27	178/178	---M--	200	added ('OK')	image/png	etag:%225aec09fa-b2%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_flat_75_ffffff_40x100.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_flat_75_ffffff_40x100/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:28	101/101	---M--	200	added ('OK')	image/png	etag:%225aec09fa-65%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_highlight-soft_75_cccccc_1x100.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_highlight-soft_75_cccccc_1x100/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:29	110/110	---M--	200	added ('OK')	image/png	etag:%225aec09fa-6e%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_75_e6e6e6_1x400.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_75_e6e6e6_1x400/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:30	111/111	---M--	200	added ('OK')	image/png	etag:%225aec09fa-6f%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_75_dadada_1x400.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_75_dadada_1x400/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:31	105/105	---M--	200	added ('OK')	image/png	etag:%225aec09fa-69%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_65_ffffff_1x400.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_65_ffffff_1x400/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:32	120/120	---M--	200	added ('OK')	image/png	etag:%225aec09fa-78%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_55_fbf9ee_1x400.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_55_fbf9ee_1x400/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:33	119/119	---M--	200	added ('OK')	image/png	etag:%225aec09fa-77%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_95_fef1ec_1x400.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_glass_95_fef1ec_1x400/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:34	4369/4369	---M--	200	added ('OK')	image/png	etag:%225aec09fa-1111%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-icons_222222_256x240.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-icons_222222_256x240/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:35	4369/4369	---M--	200	added ('OK')	image/png	etag:%225aec09fa-1111%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-icons_888888_256x240.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-icons_888888_256x240/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:36	4369/4369	---M--	200	added ('OK')	image/png	etag:%225aec09fa-1111%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-icons_454545_256x240.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-icons_454545_256x240/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:37	4369/4369	---M--	200	added ('OK')	image/png	etag:%225aec09fa-1111%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-icons_2e83ff_256x240.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-icons_2e83ff_256x240/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:38	4369/4369	---M--	200	added ('OK')	image/png	etag:%225aec09fa-1111%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-icons_cd0a0a_256x240.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-icons_cd0a0a_256x240/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
11:48:39	180/180	---M--	200	added ('OK')	image/png	etag:%225aec09fa-b4%22	http://calswec-archive.berkeley.edu/misc/ui/images/ui-bg_flat_0_aaaaaa_40x100.png	./calswec-archive.berkeley.edu/misc/ui/images/ui-bg_flat_0_aaaaaa_40x100/index.png	(from http://calswec-archive.berkeley.edu/sites/default/files/css/css_QnDqumlAmBiA-LkPKOOEj-wMlRQlYuHQdMmPGFs03GQ.css)
